path,bytes
results/subjects/dokuwiki/evidence/dokuwiki-C0028.json,1374
results/subjects/dokuwiki/evidence/dokuwiki-C0029.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0030.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0031.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0032.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0033.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0034.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0035.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0036.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0037.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0038.json,1098
results/subjects/dokuwiki/evidence/dokuwiki-C0039.json,1098
results/subjects/dokuwiki/evidence/dokuwiki-C0040.json,3337
results/subjects/dokuwiki/evidence/dokuwiki-C0041.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0042.json,1126
results/subjects/dokuwiki/evidence/dokuwiki-C0043.json,1445
results/subjects/dokuwiki/evidence/dokuwiki-C0044.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0045.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0046.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0047.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0048.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0049.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0050.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0051.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0052.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0053.json,1127
results/subjects/dokuwiki/evidence/dokuwiki-C0054.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0055.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0056.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0057.json,1140
results/subjects/dokuwiki/evidence/dokuwiki-C0058.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0059.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0060.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0061.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0062.json,1113
results/subjects/dokuwiki/evidence/dokuwiki-C0063.json,1141
results/subjects/dokuwiki/evidence/dokuwiki-C0064.json,1142
results/subjects/dokuwiki/evidence/dokuwiki-C0065.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0066.json,1110
results/subjects/dokuwiki/evidence/dokuwiki-C0067.json,1250
results/subjects/dokuwiki/evidence/dokuwiki-C0068.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0069.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0070.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0071.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0072.json,1157
results/subjects/dokuwiki/evidence/dokuwiki-C0073.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0074.json,1964
results/subjects/dokuwiki/evidence/dokuwiki-C0075.json,1205
results/subjects/dokuwiki/evidence/dokuwiki-C0076.json,1277
results/subjects/dokuwiki/evidence/dokuwiki-C0077.json,1255
results/subjects/dokuwiki/evidence/dokuwiki-C0078.json,1138
results/subjects/dokuwiki/evidence/dokuwiki-C0079.json,1249
results/subjects/dokuwiki/evidence/dokuwiki-C0080.json,1496
results/subjects/dokuwiki/evidence/dokuwiki-C0081.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0082.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0083.json,1476
results/subjects/dokuwiki/evidence/dokuwiki-C0084.json,1125
results/subjects/dokuwiki/evidence/dokuwiki-C0085.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0086.json,1342
results/subjects/dokuwiki/evidence/dokuwiki-C0087.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0088.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0089.json,1169
results/subjects/dokuwiki/evidence/dokuwiki-C0090.json,1203
results/subjects/dokuwiki/evidence/dokuwiki-C0091.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0092.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0093.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0094.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0095.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0096.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0097.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0098.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0099.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0100.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0101.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0102.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0103.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0104.json,1171
results/subjects/dokuwiki/evidence/dokuwiki-C0105.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0106.json,1209
results/subjects/dokuwiki/evidence/dokuwiki-C0107.json,1165
results/subjects/dokuwiki/evidence/dokuwiki-C0108.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0109.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0110.json,1140
results/subjects/dokuwiki/evidence/dokuwiki-C0111.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0112.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0113.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0114.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0115.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0116.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0117.json,1097
results/subjects/dokuwiki/evidence/dokuwiki-C0118.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0119.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0120.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0121.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0122.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0123.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0124.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0125.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0126.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0127.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0128.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0129.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0130.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0131.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0132.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0133.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0134.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0135.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0136.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0137.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0138.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0139.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0140.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0141.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0142.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0143.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0144.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0145.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0146.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0147.json,1098
results/subjects/dokuwiki/evidence/dokuwiki-C0148.json,1335
results/subjects/dokuwiki/evidence/dokuwiki-C0149.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0150.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0151.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0152.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0153.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0154.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0155.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0156.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0157.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0158.json,1927
results/subjects/dokuwiki/evidence/dokuwiki-C0159.json,1216
results/subjects/dokuwiki/evidence/dokuwiki-C0160.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0161.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0162.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0163.json,1190
results/subjects/dokuwiki/evidence/dokuwiki-C0164.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0165.json,1347
results/subjects/dokuwiki/evidence/dokuwiki-C0166.json,1192
results/subjects/dokuwiki/evidence/dokuwiki-C0167.json,1312
results/subjects/dokuwiki/evidence/dokuwiki-C0168.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0169.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0170.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0171.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0172.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0173.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0174.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0175.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0176.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0177.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0178.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0179.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0180.json,1178
results/subjects/dokuwiki/evidence/dokuwiki-C0181.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0182.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0183.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0184.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0185.json,1116
results/subjects/dokuwiki/evidence/dokuwiki-C0186.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0187.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0188.json,1179
results/subjects/dokuwiki/evidence/dokuwiki-C0189.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0190.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0191.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0192.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0193.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0194.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0195.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0196.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0197.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0198.json,1135
results/subjects/dokuwiki/evidence/dokuwiki-C0199.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0200.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0201.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0202.json,2241
results/subjects/dokuwiki/evidence/dokuwiki-C0203.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0204.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0205.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0206.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0207.json,1201
results/subjects/dokuwiki/evidence/dokuwiki-C0208.json,1263
results/subjects/dokuwiki/evidence/dokuwiki-C0209.json,1181
results/subjects/dokuwiki/evidence/dokuwiki-C0210.json,1103
results/subjects/dokuwiki/evidence/dokuwiki-C0211.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0212.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0213.json,1167
results/subjects/dokuwiki/evidence/dokuwiki-C0214.json,1317
results/subjects/dokuwiki/evidence/dokuwiki-C0215.json,1195
results/subjects/dokuwiki/evidence/dokuwiki-C0216.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0217.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0218.json,1098
results/subjects/dokuwiki/evidence/dokuwiki-C0219.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0220.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0221.json,1099
results/subjects/dokuwiki/evidence/dokuwiki-C0222.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0223.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0224.json,1102
results/subjects/dokuwiki/evidence/dokuwiki-C0225.json,1105
results/subjects/dokuwiki/evidence/dokuwiki-C0226.json,1100
results/subjects/dokuwiki/evidence/dokuwiki-C0227.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0228.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0229.json,1101
results/subjects/dokuwiki/evidence/dokuwiki-C0230.json,1130
results/subjects/dokuwiki/evidence/dokuwiki-C0231.json,1106
results/subjects/dokuwiki/evidence/dokuwiki-C0232.json,1879
results/subjects/dokuwiki/evidence/dokuwiki-C0233.json,1944
results/subjects/dokuwiki/evidence/dokuwiki-C0234.json,1504
results/subjects/dokuwiki/evidence/dokuwiki-C0235.json,1278
results/subjects/dokuwiki/evidence/dokuwiki-C0236.json,1772
results/subjects/dokuwiki/evidence/dokuwiki-C0237.json,2227
results/subjects/dokuwiki/evidence/dokuwiki-C0238.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0239.json,1112
results/subjects/dokuwiki/evidence/dokuwiki-C0240.json,1112
results/subjects/dokuwiki/evidence/dokuwiki-C0241.json,1232
results/subjects/dokuwiki/evidence/dokuwiki-C0242.json,1142
results/subjects/dokuwiki/evidence/dokuwiki-C0243.json,1114
results/subjects/dokuwiki/evidence/dokuwiki-C0244.json,1114
results/subjects/dokuwiki/evidence/dokuwiki-C0245.json,1114
results/subjects/dokuwiki/evidence/dokuwiki-C0246.json,1114
results/subjects/dokuwiki/evidence/dokuwiki-C0247.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0248.json,1116
results/subjects/dokuwiki/evidence/dokuwiki-C0249.json,1116
results/subjects/dokuwiki/evidence/dokuwiki-C0250.json,1116
results/subjects/dokuwiki/evidence/dokuwiki-C0251.json,1116
results/subjects/dokuwiki/evidence/dokuwiki-C0252.json,1279
results/subjects/dokuwiki/evidence/dokuwiki-C0253.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0254.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0255.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0256.json,1119
results/subjects/dokuwiki/evidence/dokuwiki-C0257.json,1216
results/subjects/dokuwiki/evidence/dokuwiki-C0258.json,1144
results/subjects/dokuwiki/evidence/dokuwiki-C0259.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0260.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0261.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0262.json,1145
results/subjects/dokuwiki/evidence/dokuwiki-C0263.json,1209
results/subjects/dokuwiki/evidence/dokuwiki-C0264.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0265.json,1650
results/subjects/dokuwiki/evidence/dokuwiki-C0266.json,1196
results/subjects/dokuwiki/evidence/dokuwiki-C0267.json,1564
results/subjects/dokuwiki/evidence/dokuwiki-C0268.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0269.json,1115
results/subjects/dokuwiki/evidence/dokuwiki-C0270.json,1215
results/subjects/dokuwiki/evidence/dokuwiki-C0271.json,1117
results/subjects/dokuwiki/evidence/dokuwiki-C0272.json,1439
results/subjects/dokuwiki/evidence/dokuwiki-C0273.json,1113
results/subjects/dokuwiki/evidence/dokuwiki-C0274.json,1232
results/subjects/dokuwiki/evidence/dokuwiki-C0275.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0276.json,1346
results/subjects/dokuwiki/evidence/dokuwiki-C0277.json,1539
results/subjects/dokuwiki/evidence/dokuwiki-C0278.json,1192
results/subjects/dokuwiki/evidence/dokuwiki-C0279.json,1731
results/subjects/dokuwiki/evidence/dokuwiki-C0280.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0281.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0282.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0283.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0284.json,1120
results/subjects/dokuwiki/evidence/dokuwiki-C0285.json,1207
results/subjects/dokuwiki/evidence/dokuwiki-C0286.json,1129
results/subjects/dokuwiki/evidence/dokuwiki-C0287.json,1181
results/subjects/dokuwiki/evidence/dokuwiki-C0288.json,1130
results/subjects/dokuwiki/evidence/dokuwiki-C0289.json,1131
results/subjects/dokuwiki/evidence/dokuwiki-C0290.json,1274
results/subjects/dokuwiki/evidence/dokuwiki-C0291.json,1963
results/subjects/dokuwiki/evidence/dokuwiki-C0292.json,1208
results/subjects/dokuwiki/evidence/dokuwiki-C0293.json,1214
results/subjects/dokuwiki/evidence/dokuwiki-C0294.json,1957
results/subjects/dokuwiki/evidence/dokuwiki-C0295.json,1276
results/subjects/dokuwiki/evidence/dokuwiki-C0296.json,1131
results/subjects/dokuwiki/evidence/dokuwiki-C0297.json,1213
results/subjects/dokuwiki/evidence/dokuwiki-C0298.json,1131
results/subjects/dokuwiki/evidence/dokuwiki-C0299.json,1217
results/subjects/dokuwiki/evidence/dokuwiki-C0300.json,1133
results/subjects/dokuwiki/evidence/dokuwiki-C0301.json,1333
results/subjects/dokuwiki/evidence/dokuwiki-C0302.json,1368
results/subjects/dokuwiki/evidence/dokuwiki-C0303.json,1129
results/subjects/dokuwiki/evidence/dokuwiki-C0304.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0305.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0306.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0307.json,1158
results/subjects/dokuwiki/evidence/dokuwiki-C0308.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0309.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0310.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0311.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0312.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0313.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0314.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0315.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0316.json,1152
results/subjects/dokuwiki/evidence/dokuwiki-C0317.json,1149
results/subjects/dokuwiki/evidence/dokuwiki-C0318.json,1252
results/subjects/dokuwiki/evidence/dokuwiki-C0319.json,1252
results/subjects/dokuwiki/evidence/dokuwiki-C0320.json,1310
results/subjects/dokuwiki/evidence/dokuwiki-C0321.json,1123
results/subjects/dokuwiki/evidence/dokuwiki-C0322.json,1123
results/subjects/dokuwiki/evidence/dokuwiki-C0323.json,1123
results/subjects/dokuwiki/evidence/dokuwiki-C0324.json,1123
results/subjects/dokuwiki/evidence/dokuwiki-C0325.json,1139
results/subjects/dokuwiki/evidence/dokuwiki-C0326.json,1139
results/subjects/dokuwiki/evidence/dokuwiki-C0327.json,1137
results/subjects/dokuwiki/evidence/dokuwiki-C0328.json,1137
results/subjects/dokuwiki/evidence/dokuwiki-C0329.json,1137
results/subjects/dokuwiki/evidence/dokuwiki-C0330.json,1135
results/subjects/dokuwiki/evidence/dokuwiki-C0331.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0332.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0333.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0334.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0335.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0336.json,1251
results/subjects/dokuwiki/evidence/dokuwiki-C0337.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0338.json,1110
results/subjects/dokuwiki/evidence/dokuwiki-C0339.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0340.json,1110
results/subjects/dokuwiki/evidence/dokuwiki-C0341.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0342.json,1171
results/subjects/dokuwiki/evidence/dokuwiki-C0343.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0344.json,1139
results/subjects/dokuwiki/evidence/dokuwiki-C0345.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0346.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0347.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0348.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0349.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0350.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0351.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0352.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0353.json,1111
results/subjects/dokuwiki/evidence/dokuwiki-C0354.json,1107
results/subjects/dokuwiki/evidence/dokuwiki-C0355.json,1137
results/subjects/dokuwiki/evidence/dokuwiki-C0356.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0357.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0358.json,1108
results/subjects/dokuwiki/evidence/dokuwiki-C0359.json,1110
results/subjects/dokuwiki/evidence/dokuwiki-C0360.json,1834
results/subjects/dokuwiki/evidence/dokuwiki-C0361.json,1293
results/subjects/dokuwiki/evidence/dokuwiki-C0362.json,1269
results/subjects/dokuwiki/evidence/dokuwiki-C0363.json,1194
results/subjects/dokuwiki/evidence/dokuwiki-C0364.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0365.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0366.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0367.json,1213
results/subjects/dokuwiki/evidence/dokuwiki-C0368.json,1153
results/subjects/dokuwiki/evidence/dokuwiki-C0369.json,1109
results/subjects/dokuwiki/evidence/dokuwiki-C0370.json,1140
results/subjects/dokuwiki/evidence/dokuwiki-C0371.json,1424
results/subjects/dokuwiki/evidence/dokuwiki-C0372.json,1589
results/subjects/dokuwiki/evidence/dokuwiki-C0373.json,1104
results/subjects/dokuwiki/evidence/dokuwiki-C0374.json,1136
results/subjects/dokuwiki/evidence/dokuwiki-C0375.json,1144
results/subjects/dokuwiki/evidence/dokuwiki-C0376.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0377.json,1319
results/subjects/dokuwiki/evidence/dokuwiki-C0378.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0379.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0380.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0381.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0382.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0383.json,1134
results/subjects/dokuwiki/evidence/dokuwiki-C0384.json,1137
results/subjects/dokuwiki/evidence/dokuwiki-C0385.json,1134
results/subjects/dokuwiki/notes/candidate_extraction_summary.md,3685
results/subjects/dokuwiki/notes/restoration_notes.md,1288
results/subjects/dokuwiki/oracle/home_coverage.csv,46581
results/subjects/dokuwiki/screening/screening.csv,76967
results/subjects/dokuwiki/screening/screening_php56_compose.csv,76967
results/subjects/dokuwiki/syntax/syntax_host_php83.csv,20195
results/subjects/dokuwiki/syntax/syntax_php56_compose.csv,14421
results/subjects/dokuwiki/syntax/syntax_php56_generic.csv,14799
results/subjects/dolibarr/candidates/candidates.csv,1173412
results/subjects/dolibarr/evidence/dolibarr-C0001.json,1230
results/subjects/dolibarr/evidence/dolibarr-C0002.json,1157
results/subjects/dolibarr/evidence/dolibarr-C0003.json,1184
results/subjects/dolibarr/evidence/dolibarr-C0004.json,2312
results/subjects/dolibarr/evidence/dolibarr-C0005.json,1103
results/subjects/dolibarr/evidence/dolibarr-C0006.json,4800
results/subjects/dolibarr/evidence/dolibarr-C0007.json,1105
results/subjects/dolibarr/evidence/dolibarr-C0008.json,1239
results/subjects/dolibarr/evidence/dolibarr-C0009.json,3023
results/subjects/dolibarr/evidence/dolibarr-C0010.json,1108
results/subjects/dolibarr/evidence/dolibarr-C0011.json,1194
results/subjects/dolibarr/evidence/dolibarr-C0012.json,2097
results/subjects/dolibarr/evidence/dolibarr-C0013.json,2427
results/subjects/dolibarr/evidence/dolibarr-C0014.json,1764
results/subjects/dolibarr/evidence/dolibarr-C0015.json,1108
results/subjects/dolibarr/evidence/dolibarr-C0016.json,1377
results/subjects/dolibarr/evidence/dolibarr-C0017.json,1363
results/subjects/dolibarr/evidence/dolibarr-C0018.json,1285
results/subjects/dolibarr/evidence/dolibarr-C0019.json,1178
results/subjects/dolibarr/evidence/dolibarr-C0020.json,1110
results/subjects/dolibarr/evidence/dolibarr-C0021.json,1117
results/subjects/dolibarr/evidence/dolibarr-C0022.json,1117
results/subjects/dolibarr/evidence/dolibarr-C0023.json,1453
results/subjects/dolibarr/evidence/dolibarr-C0024.json,1236
results/subjects/dolibarr/evidence/dolibarr-C0025.json,1231
results/subjects/dolibarr/evidence/dolibarr-C0026.json,1112
results/subjects/dolibarr/evidence/dolibarr-C0027.json,1112
results/subjects/dolibarr/evidence/dolibarr-C0028.json,1115
