candidate_id,project,file,candidate_type,syntax_status,oracle_status,screening_status,screening_reason
opencart-C0043,opencart,upload/system/library/openbay/ebay.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0044,opencart,upload/system/library/openbay/ebay.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0045,opencart,upload/system/library/openbay/etsy.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0046,opencart,upload/system/library/openbay/fba.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0047,opencart,upload/system/library/template/Twig/Compiler.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0048,opencart,upload/system/library/template/Twig/Environment.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0049,opencart,upload/system/library/template/Twig/Error.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0050,opencart,upload/system/library/template/Twig/Error.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0051,opencart,upload/system/library/template/Twig/ExpressionParser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0052,opencart,upload/system/library/template/Twig/ExpressionParser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0053,opencart,upload/system/library/template/Twig/ExpressionParser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0054,opencart,upload/system/library/template/Twig/ExpressionParser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0055,opencart,upload/system/library/template/Twig/Lexer.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0056,opencart,upload/system/library/template/Twig/Lexer.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0057,opencart,upload/system/library/template/Twig/Lexer.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0058,opencart,upload/system/library/template/Twig/Parser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0059,opencart,upload/system/library/template/Twig/Parser.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0060,opencart,upload/system/library/template/Twig/Template.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0061,opencart,upload/system/library/template/Twig/Template.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0062,opencart,upload/system/library/template/Twig/Token.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0063,opencart,upload/system/library/template/Twig/Token.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0064,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0065,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0066,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0067,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0068,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0069,opencart,upload/system/library/template/Twig/Extension/Core.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0070,opencart,upload/system/library/template/Twig/Loader/Filesystem.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0071,opencart,upload/system/library/template/Twig/Node/CheckSecurity.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0072,opencart,upload/system/library/template/Twig/Node/For.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0073,opencart,upload/system/library/template/Twig/Node/Macro.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0074,opencart,upload/system/library/template/Twig/Node/Module.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0075,opencart,upload/system/library/template/Twig/Node/Module.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0076,opencart,upload/system/library/template/Twig/Node/Set.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0077,opencart,upload/system/library/template/Twig/NodeVisitor/Optimizer.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0078,opencart,upload/system/library/template/Twig/NodeVisitor/SafeAnalysis.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0079,opencart,upload/system/library/template/Twig/NodeVisitor/Sandbox.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0080,opencart,upload/system/library/template/Twig/Test/IntegrationTestCase.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0081,opencart,upload/system/library/template/Twig/Test/IntegrationTestCase.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0082,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0083,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0084,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0085,opencart,upload/system/library/template/Twig/Node/Expression/Name.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0086,opencart,upload/install/model/install/install.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0087,opencart,upload/install/model/upgrade/1000.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0088,opencart,upload/install/model/upgrade/1001.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0089,opencart,upload/install/model/upgrade/1001.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0090,opencart,upload/install/model/upgrade/1002.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0091,opencart,upload/install/model/upgrade/1002.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0092,opencart,upload/install/model/upgrade/1003.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0093,opencart,upload/install/model/upgrade/1003.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0094,opencart,upload/install/model/upgrade/1004.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0095,opencart,upload/install/model/upgrade/1004.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0096,opencart,upload/install/model/upgrade/1005.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0097,opencart,upload/install/model/upgrade/1005.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0098,opencart,upload/install/model/upgrade/1006.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0099,opencart,upload/install/model/upgrade/1007.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0100,opencart,upload/install/model/upgrade/1007.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0101,opencart,upload/install/model/upgrade/1008.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0102,opencart,upload/install/model/upgrade/1009.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0103,opencart,upload/install/model/upgrade/1009.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0104,opencart,upload/install/language/en-gb/install/step_1.php,mixed_php_html,PASS,pending,NEEDS_CHARACTERIZATION,Candidate has observable request/output contract but no stable oracle yet.
opencart-C0105,opencart,upload/install/controller/install/step_2.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0106,opencart,upload/install/controller/install/step_2.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0107,opencart,upload/install/controller/install/step_3.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0108,opencart,upload/install/controller/install/step_3.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0109,opencart,upload/catalog/model/account/address.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0110,opencart,upload/catalog/model/account/address.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0111,opencart,upload/catalog/model/account/address.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0112,opencart,upload/catalog/model/account/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0113,opencart,upload/catalog/model/catalog/category.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0114,opencart,upload/catalog/model/catalog/manufacturer.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0115,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0116,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0117,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0118,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0119,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0120,opencart,upload/catalog/model/catalog/product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0121,opencart,upload/catalog/model/catalog/review.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0122,opencart,upload/catalog/model/checkout/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0123,opencart,upload/catalog/model/checkout/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0124,opencart,upload/catalog/model/checkout/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0125,opencart,upload/catalog/model/checkout/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0126,opencart,upload/catalog/model/checkout/order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0127,opencart,upload/catalog/model/localisation/return_reason.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0128,opencart,upload/catalog/model/extension/advertise/google.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0129,opencart,upload/catalog/model/extension/advertise/google.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0130,opencart,upload/catalog/model/extension/fraud/fraudlabspro.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0131,opencart,upload/catalog/model/extension/fraud/fraudlabspro.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0132,opencart,upload/catalog/model/extension/fraud/maxmind.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0133,opencart,upload/catalog/model/extension/fraud/maxmind.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0134,opencart,upload/catalog/model/extension/openbay/amazonus_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0135,opencart,upload/catalog/model/extension/openbay/amazonus_product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0136,opencart,upload/catalog/model/extension/openbay/amazon_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0137,opencart,upload/catalog/model/extension/openbay/amazon_product.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0138,opencart,upload/catalog/model/extension/openbay/ebay_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0139,opencart,upload/catalog/model/extension/openbay/ebay_order.php,long_method_or_region,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0140,opencart,upload/catalog/model/extension/openbay/ebay_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0141,opencart,upload/catalog/model/extension/openbay/ebay_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
opencart-C0142,opencart,upload/catalog/model/extension/openbay/ebay_order.php,sql_data_access,PASS,pending,NEEDS_MANUAL_ORACLE_REVIEW,No obvious web contract was extracted; existing tests or manual characterization must be mapped.
