candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
dolibarr-C0051,dolibarr,scripts/contracts/email_expire_services_to_customers.php,221,296,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dolibarr-C0052,dolibarr,scripts/contracts/email_expire_services_to_representatives.php,1,253,sql_data_access,SQL/Data Access Region,52,,,command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0053,dolibarr,scripts/contracts/email_expire_services_to_representatives.php,180,254,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
dolibarr-C0054,dolibarr,scripts/cron/cron_run_jobs.php,1,283,sql_data_access,SQL/Data Access Region,51,,,command;cron;dolibarr;public,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0055,dolibarr,scripts/emailings/mailing-send.php,1,377,mixed_php_html_sql,SQL in Presentation Logic,64,,,command;global;prospect;status;user,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0056,dolibarr,scripts/invoices/email_unpaid_invoices_to_customers.php,1,285,sql_data_access,SQL/Data Access Region,67,,,command;you,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0057,dolibarr,scripts/invoices/email_unpaid_invoices_to_customers.php,218,286,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
dolibarr-C0058,dolibarr,scripts/invoices/email_unpaid_invoices_to_representatives.php,1,248,sql_data_access,SQL/Data Access Region,49,,,command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0059,dolibarr,scripts/invoices/email_unpaid_invoices_to_representatives.php,183,249,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
dolibarr-C0060,dolibarr,scripts/members/sync_members_dolibarr2ldap.php,1,160,sql_data_access,SQL/Data Access Region,20,,,Dolibarr;command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0061,dolibarr,scripts/members/sync_members_ldap2dolibarr.php,1,285,sql_data_access,SQL/Data Access Region,38,,,LDAP;command;function;required_fields,# . $member_id . ,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0062,dolibarr,scripts/members/sync_members_types_dolibarr2ldap.php,1,120,sql_data_access,SQL/Data Access Region,14,,,command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0063,dolibarr,scripts/product/migrate_picture_path.php,1,128,sql_data_access,SQL/Data Access Region,23,,,command;old,# . $product->id . ,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0064,dolibarr,scripts/user/sync_groups_dolibarr2ldap.php,1,115,sql_data_access,SQL/Data Access Region,13,,,command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0065,dolibarr,scripts/user/sync_users_dolibarr2ldap.php,1,114,sql_data_access,SQL/Data Access Region,13,,,command,,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0066,dolibarr,scripts/user/sync_users_ldap2dolibarr.php,1,286,sql_data_access,SQL/Data Access Region,38,,,Dolibarr;LDAP;command;exclude;function;print;required_fields;users,# . $fuser->id . ,,Light Data-Access Isolation;Extract Method,pending
dolibarr-C0067,dolibarr,htdocs/accountancy/index.php,1,184,mixed_php_html,Mixed PHP/HTML,16,,,,.fa;.fa-calendar;.fa-calendar-check-o;.opacitymedium,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0068,dolibarr,htdocs/adherents/agenda.php,1,178,mixed_php_html,Mixed PHP/HTML,26,,,,"#.$id;
    	if (! empty($contextpage) && $contextpage != $_SERVER[;.clearboth;.fichecenter;.tabsAction;.underbanner",,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0069,dolibarr,htdocs/adherents/card.php,1,1982,mixed_php_html_sql,SQL in Presentation Logic,328,address;birthday;birthmonth;birthyear;civility_id;country_id;facebook;firstname;gender;lastname;linkedin;login;member_email;member_login;morphy;pass;phone;phone_mobile;phone_perso;public;reday;remonth;reyear;skype;societe;town;twitter;zipcode,newtoken,a;add;card;currently;spip;template,"# . $object->id . ;# . $object->id;
			$genallowed = $user->rights->adherent->lire;
			$delallowed = $user->rights->adherent->creer;

			print $formfile->showdocuments(;#.$object->id.;#photodelete;#photoinput;#tdcompany;#tdfirstname;#tdlastname;.border;.butAction;.butActionDelete;.butActionRefused;.button;.center;.centpercent;.classfortooltip;.clearboth;.divButAction;.error;.ficheaddleft",form;formsoc,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0070,dolibarr,htdocs/adherents/card.php,881,1134,session_dependent_logic,Session-Dependent Logic,50,member_login,newtoken,,#tdcompany;#tdfirstname;#tdlastname;.border;.button;.center;.error;.fieldrequired;.minwidth300;.quatrevingtpercent;.tdtop,formsoc,Extract Guard;Extract Method,pending
dolibarr-C0071,dolibarr,htdocs/adherents/card.php,1134,1983,session_dependent_logic,Session-Dependent Logic,159,address;civility_id;country_id;facebook;firstname;lastname;linkedin;login;member_email;pass;phone;phone_mobile;phone_perso;public;skype;societe;town;twitter;zipcode,newtoken,,"# . $object->id . ;# . $object->id;
			$genallowed = $user->rights->adherent->lire;
			$delallowed = $user->rights->adherent->creer;

			print $formfile->showdocuments(;#.$object->id.;#photodelete;#photoinput;#tdcompany;#tdfirstname;#tdlastname;.border;.butAction;.butActionDelete;.butActionRefused;.button;.center;.centpercent;.classfortooltip;.clearboth;.divButAction;.error;.ficheaddleft",form;formsoc,Extract Guard;Extract Method,pending
dolibarr-C0072,dolibarr,htdocs/adherents/document.php,1,175,mixed_php_html,Mixed PHP/HTML,16,,,,"# . $object->id;
		include_once DOL_DOCUMENT_ROOT . ;.border;.center;.centpercent;.clearboth;.fichecenter;.tableforfield;.titlefield;.underbanner;.valeur",,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0073,dolibarr,htdocs/adherents/index.php,1,440,mixed_php_html_sql,SQL in Presentation Logic,58,,newtoken,,.button;.center;.centpercent;.div-table-responsive-no-min;.ficheaddleft;.fichecenter;.fichethirdleft;.fichetwothirdright;.flat;.inputsearch;.liste_titre;.liste_total;.noborder;.nohover;.notopnoleft;.nowrap;.oddeven;.right,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0074,dolibarr,htdocs/adherents/ldap.php,1,217,mixed_php_html,Mixed PHP/HTML,17,,,,#.$object->id.;.border;.butAction;.centpercent;.clearboth;.divButAction;.error;.fichecenter;.inline-block;.liste_titre;.noborder;.tableforfield;.tabsAction;.titlefield;.underbanner;.valeur,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0075,dolibarr,htdocs/adherents/list.php,1,959,mixed_php_html_sql,SQL in Presentation Logic,221,,newtoken,extra;extrafields;hook;hooks;when,"#.$id);
	exit;
}

llxHeader(;#cb;#formfilteraction;#searchFormList;.center;.centpercent;.checkforselect;.div-table-responsive;.divsearchfield;.divsearchfieldfilter;.fa;.fa-trash;.flat;.left;.liste;.liste_titre;.liste_titre_bydiv;.liste_titre_filter;.liste_total;.maxwidth50",,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0076,dolibarr,htdocs/adherents/note.php,1,123,mixed_php_html,Mixed PHP/HTML,8,,newtoken,,.border;.center;.centpercent;.clearboth;.fichecenter;.tableforfield;.titlefield;.underbanner;.valeur,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0077,dolibarr,htdocs/adherents/subscription.php,1,1155,mixed_php_html_sql,SQL in Presentation Logic,176,accountid;action;cancel;chqbank;chqemetteur;endday;endmonth;endyear;label;num_chq;operation;paymentday;paymentmonth;paymentsave;paymentyear;reday;remonth;reyear;subscription;userid,newtoken,a;bank;currently;extra;getNomUrl;template,"#.$rowid;
if ($optioncss != ;#bankdirect;#bankviainvoice;#chqbank;#fieldchqemetteur;#fieldnum_chq;#invoiceonly;#memberlabel;#none;#thirdpartylabel;.bankswitchclass;.bankswitchclass2;.border;.butAction;.butActionRefused;.button;.center;.centpercent;.classfortooltip;.clearboth",form;subscription,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0078,dolibarr,htdocs/adherents/type.php,1,848,mixed_php_html_sql,SQL in Presentation Logic,105,morphy;options,newtoken,add,#formfilteraction;.border;.butAction;.butActionDelete;.butActionRefused;.button;.center;.centpercent;.classfortooltip;.clearboth;.div-table-responsive;.divButAction;.fichecenter;.fieldrequired;.flat;.inline-block;.left;.liste;.liste_titre;.liste_titre_filter,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0079,dolibarr,htdocs/adherents/type_ldap.php,1,191,mixed_php_html,Mixed PHP/HTML,15,,,,.border;.butAction;.clearboth;.error;.fichecenter;.liste_titre;.noborder;.tabsAction;.underbanner;.valeur,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0080,dolibarr,htdocs/admin/accountant.php,1,251,mixed_php_html,Mixed PHP/HTML,39,,newtoken,,#address;#code;#email;#fax;#name;#note;#phone;#town;#web;#zipcode;.butAction;.button;.center;.div-table-responsive-no-min;.divButAction;.error;.fieldrequired;.flat;.inline-block;.liste_titre,form_index,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0081,dolibarr,htdocs/admin/agenda.php,1,209,mixed_php_html_sql,SQL in Presentation Logic,36,,newtoken,,.button;.center;.div-table-responsive;.liste_titre;.maxwidthsearch;.noborder;.oddeven;.opacitymedium;.right,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0082,dolibarr,htdocs/admin/agenda_extsites.php,1,243,mixed_php_html,Mixed PHP/HTML,32,,newtoken,,#AGENDA_EXT_NB;#save;.button;.center;.flat;.hideifnotset;.nowrap;.oddeven;.opacitymedium;.right,extsitesconfig,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0083,dolibarr,htdocs/admin/agenda_other.php,1,405,mixed_php_html_sql,SQL in Presentation Logic,49,,,,.allwidth;.button;.center;.liste_titre;.noborder;.nowrap;.oddeven;.right,agenda,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0084,dolibarr,htdocs/admin/agenda_reminder.php,1,252,mixed_php_html,Mixed PHP/HTML,35,,,,.allwidth;.button;.center;.liste_titre;.noborder;.oddeven;.right,agenda,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0085,dolibarr,htdocs/admin/agenda_xcal.php,1,203,mixed_php_html,Mixed PHP/HTML,26,,newtoken,,#MAIN_AGENDA_XCAL_EXPORTKEY;#generate_token;.center;.fieldrequired;.flat;.linkobject;.liste_titre;.noborder;.oddeven;.opacitymedium,agendasetupform,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0086,dolibarr,htdocs/admin/bank.php,1,421,mixed_php_html_sql,SQL in Presentation Logic,59,,,,.center;.liste_titre;.noborder;.nowrap;.oddeven,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0087,dolibarr,htdocs/admin/barcode.php,1,443,mixed_php_html_sql,SQL in Presentation Logic,55,,newtoken,,#form_engine;.button;.center;.error;.liste_titre;.noborder;.nowrap;.oddeven;.reposition;.right;.tabsAction,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0088,dolibarr,htdocs/admin/bom.php,1,560,mixed_php_html_sql,SQL in Presentation Logic,75,,newtoken,,.button;.center;.error;.flat;.liste_titre;.minwidth200;.noborder;.nowrap;.oddeven;.reposition;.right,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0089,dolibarr,htdocs/admin/boxes.php,1,493,mixed_php_html_sql,SQL in Presentation Logic,67,MAIN_ACTIVATE_FILECACHE;MAIN_BOXES_MAXLINES;boxid;switchfrom;switchto,newtoken,,.button;.center;.centpercent;.div-table-responsive-no-min;.flat;.liste;.liste_titre;.noborder;.oddeven;.opacitymedium;.right;.tagtable,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0090,dolibarr,htdocs/admin/chequereceipts.php,1,284,mixed_php_html,Mixed PHP/HTML,38,,newtoken,,.button;.center;.error;.flat;.liste_titre;.noborder;.nowrap;.oddeven;.reposition;.right,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0091,dolibarr,htdocs/admin/clicktodial.php,1,145,mixed_php_html,Mixed PHP/HTML,16,,newtoken,,#CLICKTODIAL_URL;.button;.center;.flat;.liste_titre;.noborder;.oddeven;.quatrevingtpercent;.warning,clicktodial.php,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0092,dolibarr,htdocs/admin/commande.php,1,682,mixed_php_html_sql,SQL in Presentation Logic,100,,newtoken,,.button;.center;.error;.flat;.liste_titre;.minwidth200;.noborder;.nowrap;.oddeven;.right,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0093,dolibarr,htdocs/admin/company.php,1,1187,form_handling,Request Handling Mixed With Rendering,204,file;lt1;lt2;optionlocaltax1;optionlocaltax2,newtoken,,#MAIN_INFO_SOCIETE_ADDRESS;#MAIN_INFO_SOCIETE_TOWN;#MAIN_INFO_SOCIETE_ZIP;#barcode;#capital;#director;#email;#fax;#intra_vat;#logo;#name;#note;#object;#phone;#profid1;#profid2;#profid3;#profid4;#profid5;#profid6,form_index;formsoc,Extract Validation Helper;Extract Method;Extract View Helper,pending
dolibarr-C0094,dolibarr,htdocs/admin/company.php,983,1188,long_method_or_region,Long or Complex Region,34,,,,.butAction;.div-table-responsive-no-min;.divButAction;.inline-block;.left;.liste_titre;.noborder;.oddeven;.right;.tabsAction;.tdtop;.titlefield,,Extract Method,pending
dolibarr-C0095,dolibarr,htdocs/admin/compta.php,1,169,mixed_php_html,Mixed PHP/HTML,18,,newtoken,,.button;.liste_titre;.noborder;.oddeven;.value,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0096,dolibarr,htdocs/admin/confexped.php,1,152,mixed_php_html,Mixed PHP/HTML,16,,,,.center;.liste_titre;.noborder,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0097,dolibarr,htdocs/admin/const.php,1,319,mixed_php_html,Mixed PHP/HTML,39,,newtoken,,#action;#check_;#delconst;#note_;#updateconst;#value_;.button;.center;.checkboxfordelete;.div-table-responsive-no-min;.flat;.inputforupdate;.liste_titre;.noborder;.oddeven;.right,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0098,dolibarr,htdocs/admin/contract.php,1,514,mixed_php_html_sql,SQL in Presentation Logic,69,,newtoken,,.button;.center;.error;.flat;.liste_titre;.noborder;.nowrap;.oddeven;.reposition,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0099,dolibarr,htdocs/admin/dav.php,1,182,mixed_php_html,Mixed PHP/HTML,18,,newtoken,,.butAction;.button;.center;.flat;.liste_titre;.noborder;.oddeven;.opacitymedium;.tabsAction;.titlefield,agendasetupform,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0100,dolibarr,htdocs/admin/debugbar.php,1,118,mixed_php_html,Mixed PHP/HTML,11,,newtoken,,.button;.flat;.liste_titre;.noborder;.oddeven;.right,,Separate PHP Logic from Markup;Extract View Helper,pending
dolibarr-C0101,dolibarr,htdocs/admin/defaultvalues.php,1,425,mixed_php_html_sql,SQL in Presentation Logic,65,,newtoken,GETPOST;delete;table,#action;#formfilteraction;#mode;#value_;.button;.center;.div-table-responsive-no-min;.flat;.inputforupdate;.liste_titre;.maxwidth100onsmartphone;.maxwidthonsmartphone;.minwidth200;.noborder;.oddeven;.opacitymedium;.reposition,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dolibarr-C0102,dolibarr,htdocs/admin/delais.php,1,427,form_handling,Request Handling Mixed With Rendering,47,MAIN_DISABLE_METEO,newtoken,,#MAIN_USE_METEO_WITH_PERCENTAGE;#change_mode;#percentage;#standard;.butAction;.button;.center;.error;.inline-block;.liste_titre;.maxwidth75;.noborder;.oddeven;.right;.tabsAction;.valignmiddle,form_index,Extract Validation Helper;Extract Method;Extract View Helper,pending
