candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
phppgadmin-C0016,phppgadmin,all_db.php,148,262,long_method_or_region,Long or Complex Region,25,formCType;formCollate;formComment;formEncoding;formName;formSpc;formTemplate,,,,,Extract Method,pending
phppgadmin-C0017,phppgadmin,all_db.php,262,294,long_method_or_region,Long or Complex Region,12,formCType;formCollate;formComment;formEncoding;formName;formSpc;formTemplate,,,,,Extract Method,pending
phppgadmin-C0018,phppgadmin,all_db.php,294,343,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phppgadmin-C0019,phppgadmin,all_db.php,343,467,long_method_or_region,Long or Complex Region,7,server,,,,,Extract Method,pending
phppgadmin-C0020,phppgadmin,all_db.php,467,533,long_method_or_region,Long or Complex Region,13,cancel;drop;newname;oldname,,,,,Extract Method,pending
phppgadmin-C0021,phppgadmin,browser.php,1,84,mixed_php_html,Mixed PHP/HTML,49,,,,.logo;.refreshTree,,Separate PHP Logic from Markup;Extract View Helper,pending
phppgadmin-C0022,phppgadmin,colproperties.php,1,346,mixed_php_html_sql,SQL in Presentation Logic,38,action;array;cancel;column;comment;database;default;field;length;notnull;olddefault;oldnotnull;oldtype;schema;server;stage;table;type;view,,the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0023,phppgadmin,colproperties.php,23,177,long_method_or_region,Long or Complex Region,24,array;column;comment;default;field;length;notnull;olddefault;oldnotnull;oldtype;stage;table;type,,,,,Extract Method,pending
phppgadmin-C0024,phppgadmin,colproperties.php,181,347,sql_data_access,SQL/Data Access Region,11,cancel;column;database;schema;server;view,,,,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0025,phppgadmin,constraints.php,1,640,mixed_php_html_sql,SQL in Presentation Logic,89,IndexColumnList;SourceColumnList;action;cancel;cascade;constraint;database;deferrable;definition;del_action;drop;initially;match;name;schema;server;stage;table;tablespace;target;type;upd_action,,stage;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0026,phppgadmin,constraints.php,18,218,long_method_or_region,Long or Complex Region,31,IndexColumnList;SourceColumnList;deferrable;del_action;initially;match;name;schema;table;target;upd_action,,,,,Extract Method,pending
phppgadmin-C0027,phppgadmin,constraints.php,218,344,long_method_or_region,Long or Complex Region,23,IndexColumnList;name;table;tablespace;type,,,,,Extract Method,pending
phppgadmin-C0028,phppgadmin,constraints.php,430,549,long_method_or_region,Long or Complex Region,3,database;schema;server;table,,,,,Extract Method,pending
phppgadmin-C0029,phppgadmin,constraints.php,556,641,long_method_or_region,Long or Complex Region,25,cancel;drop;stage;table,,,,,Extract Method,pending
phppgadmin-C0030,phppgadmin,database.php,1,698,mixed_php_html_sql,SQL in Presentation Logic,166,action;database;filter;new;paginate;pid;server;signal;term,sqlquery,table;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0031,phppgadmin,database.php,36,304,sql_data_access,SQL/Data Access Region,119,filter;term,,table,,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0032,phppgadmin,database.php,304,357,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phppgadmin-C0033,phppgadmin,database.php,403,508,long_method_or_region,Long or Complex Region,8,database,,,,,Extract Method,pending
phppgadmin-C0034,phppgadmin,database.php,574,611,session_dependent_logic,Session-Dependent Logic,8,new;paginate,sqlquery,,,,Extract Guard;Extract Method,pending
phppgadmin-C0035,phppgadmin,database.php,611,699,long_method_or_region,Long or Complex Region,15,database;server;term,,,,,Extract Method,pending
phppgadmin-C0036,phppgadmin,dataexport.php,1,345,mixed_php_html_sql,SQL in Presentation Logic,88,d_format;d_oids;output;query;s_clean;sd_clean;sd_format;sd_oids;search_path;subject;table;what,sqlquery,stdin;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0037,phppgadmin,dataimport.php,1,298,long_method_or_region,Long or Complex Region,51,allowednulls;format;table,,,,,Extract Method,pending
phppgadmin-C0038,phppgadmin,dataimport.php,25,88,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phppgadmin-C0039,phppgadmin,dataimport.php,88,149,long_method_or_region,Long or Complex Region,12,table,,,,,Extract Method,pending
phppgadmin-C0040,phppgadmin,dataimport.php,167,299,long_method_or_region,Long or Complex Region,21,format;table,,,,,Extract Method,pending
phppgadmin-C0041,phppgadmin,dbexport.php,1,139,long_method_or_region,Long or Complex Region,42,d_format;d_oids;database;output;s_clean;schema;sd_clean;sd_format;sd_oids;subject;what,,,,,Extract Method,pending
phppgadmin-C0042,phppgadmin,display.php,1,879,mixed_php_html_sql,SQL in Presentation Logic,148,action;count;database;fkey;format;key;nohistory;nulls;page;query;return;save;schema;search_path;server;sortdir;sortkey;strings;subject;table;types;values;view;yes,sqlquery,query;sql;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0043,phppgadmin,display.php,27,185,long_method_or_region,Long or Complex Region,32,action;count;format;key;nulls;page;query;return;sortdir;sortkey;strings;subject;table;types;values,,,,,Extract Method,pending
phppgadmin-C0044,phppgadmin,display.php,185,297,long_method_or_region,Long or Complex Region,19,count;key;page;query;return;sortdir;sortkey;strings;subject;table,,,,,Extract Method,pending
phppgadmin-C0045,phppgadmin,display.php,427,880,session_dependent_logic,Session-Dependent Logic,77,count;database;fkey;nohistory;page;query;return;save;schema;search_path;server;sortdir;sortkey;strings;subject;table;view;yes,sqlquery,query;sql,,,Extract Guard;Extract Method,pending
phppgadmin-C0046,phppgadmin,domains.php,1,587,form_handling,Request Handling Mixed With Rendering,67,action;alter;cancel;cascade;constraint;database;definition;domain;domarray;domcheck;domdefault;domlength;domname;domnotnull;domowner;domtype;drop;name;schema;server,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0047,phppgadmin,domains.php,172,299,long_method_or_region,Long or Complex Region,7,database;domain;schema;server,,,,,Extract Method,pending
phppgadmin-C0048,phppgadmin,domains.php,330,395,long_method_or_region,Long or Complex Region,14,domarray;domcheck;domdefault;domlength;domname;domnotnull;domtype,,,,,Extract Method,pending
phppgadmin-C0049,phppgadmin,domains.php,512,588,long_method_or_region,Long or Complex Region,19,alter;cancel;drop,,,,,Extract Method,pending
phppgadmin-C0050,phppgadmin,fulltext.php,1,1120,form_handling,Request Handling Mixed With Rendering,117,action;add;alter;cancel;cascade;create;database;drop;formComment;formDictionary;formInit;formIsTemplate;formLexize;formMapping;formName;formOption;formParser;formTemplate;formWithMap;ftscfg;ftsdict;ma;mapping;prev_action;schema;server;what,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0051,phppgadmin,fulltext.php,164,257,long_method_or_region,Long or Complex Region,10,database;formComment;formName;formParser;formTemplate;formWithMap,,,,,Extract Method,pending
phppgadmin-C0052,phppgadmin,fulltext.php,558,644,long_method_or_region,Long or Complex Region,15,database;formComment;formInit;formIsTemplate;formLexize;formName;formOption;formTemplate,,,,,Extract Method,pending
phppgadmin-C0053,phppgadmin,fulltext.php,900,962,long_method_or_region,Long or Complex Region,10,formDictionary;formMapping;ftscfg,,,,,Extract Method,pending
phppgadmin-C0054,phppgadmin,fulltext.php,1005,1121,long_method_or_region,Long or Complex Region,30,add;alter;cancel;create;drop;ftscfg;prev_action;what,,,,,Extract Method,pending
phppgadmin-C0055,phppgadmin,functions.php,1,1038,form_handling,Request Handling Mixed With Rendering,156,action;cancel;cascade;database;drop;formArgName;formArguments;formArray;formComment;formCost;formDefinition;formFuncOwn;formFuncSchema;formFunction;formLanguage;formLinkSymbol;formObjectFile;formProperties;formReturns;formRows;formSetOf;function;function_oid;language;ma;nojs;original_arguments;original_function;original_lang;original_owner;original_returns;original_schema;original_setof;schema;server,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0056,phppgadmin,functions.php,57,245,long_method_or_region,Long or Complex Region,40,formComment;formCost;formDefinition;formFuncOwn;formFuncSchema;formFunction;formLinkSymbol;formObjectFile;formProperties;formRows;function;function_oid,,,,,Extract Method,pending
phppgadmin-C0057,phppgadmin,functions.php,245,410,long_method_or_region,Long or Complex Region,24,database;function;function_oid;schema;server,,,,,Extract Method,pending
phppgadmin-C0058,phppgadmin,functions.php,410,488,long_method_or_region,Long or Complex Region,12,cascade;function;function_oid;ma,,,,,Extract Method,pending
phppgadmin-C0059,phppgadmin,functions.php,488,714,long_method_or_region,Long or Complex Region,39,formArguments;formArray;formComment;formCost;formDefinition;formFunction;formLanguage;formLinkSymbol;formObjectFile;formProperties;formReturns;formRows;formSetOf;language,,,,,Extract Method,pending
phppgadmin-C0060,phppgadmin,functions.php,714,767,long_method_or_region,Long or Complex Region,13,formArgName;formArguments;formArray;formComment;formCost;formDefinition;formFunction;formLanguage;formLinkSymbol;formObjectFile;formProperties;formReturns;formRows;formSetOf;nojs,,,,,Extract Method,pending
phppgadmin-C0061,phppgadmin,functions.php,834,974,long_method_or_region,Long or Complex Region,3,database;schema;server,,,,,Extract Method,pending
phppgadmin-C0062,phppgadmin,functions.php,974,1039,long_method_or_region,Long or Complex Region,13,cancel;drop,,,,,Extract Method,pending
phppgadmin-C0063,phppgadmin,groups.php,1,330,form_handling,Request Handling Mixed With Rendering,38,action;cancel;drop;group;members;name;server;user,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0064,phppgadmin,groups.php,232,331,long_method_or_region,Long or Complex Region,16,cancel;drop;server,,,,,Extract Method,pending
phppgadmin-C0065,phppgadmin,help.php,1,88,form_handling,Request Handling Mixed With Rendering,12,action;help,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0066,phppgadmin,history.php,1,226,form_handling,Request Handling Mixed With Rendering,19,action;database;queryid;server;yes,history,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0067,phppgadmin,history.php,14,136,session_dependent_logic,Session-Dependent Logic,5,database;server,history,,,,Extract Guard;Extract Method,pending
phppgadmin-C0068,phppgadmin,history.php,184,227,session_dependent_logic,Session-Dependent Logic,11,database;queryid;server;yes,history,,,,Extract Guard;Extract Method,pending
phppgadmin-C0069,phppgadmin,index.php,1,38,mixed_php_html,Mixed PHP/HTML,18,,,,#browser;#detail,,Separate PHP Logic from Markup;Extract View Helper,pending
phppgadmin-C0070,phppgadmin,indexes.php,1,423,form_handling,Request Handling Mixed With Rendering,56,IndexColumnList;action;analyze;cancel;cascade;cluster;database;drop;formCols;formConcur;formIndexName;formIndexType;formSpc;formUnique;formWhere;index;schema;server;table,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0071,phppgadmin,indexes.php,71,183,long_method_or_region,Long or Complex Region,21,formCols;formConcur;formIndexName;formIndexType;formSpc;formUnique;formWhere;table,,,,,Extract Method,pending
phppgadmin-C0072,phppgadmin,indexes.php,243,358,long_method_or_region,Long or Complex Region,3,database;schema;server;table,,,,,Extract Method,pending
phppgadmin-C0073,phppgadmin,indexes.php,365,424,long_method_or_region,Long or Complex Region,16,cancel;cluster;drop,,,,,Extract Method,pending
phppgadmin-C0074,phppgadmin,info.php,1,339,form_handling,Request Handling Mixed With Rendering,26,action;table,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0075,phppgadmin,info.php,17,340,long_method_or_region,Long or Complex Region,24,table,,,,,Extract Method,pending
phppgadmin-C0076,phppgadmin,intro.php,1,71,form_handling,Request Handling Mixed With Rendering,39,language,webdbLanguage,,.data;.data1;.data2;.intro,intro.php,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0077,phppgadmin,login.php,1,70,form_handling,Request Handling Mixed With Rendering,44,loginShared;loginUsername;server,webdbLanguage,,#loginPassword;#loginShared;#login_form;.navbar,login_form;redirect.php,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0078,phppgadmin,operators.php,1,246,form_handling,Request Handling Mixed With Rendering,25,action;cancel;cascade;database;operator;operator_oid;schema;server,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0079,phppgadmin,operators.php,188,247,long_method_or_region,Long or Complex Region,10,cancel,,,,,Extract Method,pending
phppgadmin-C0080,phppgadmin,privileges.php,1,354,form_handling,Request Handling Mixed With Rendering,82,action;cancel;cascade;database;grantoption;groupname;mode;privilege;public;schema;server;subject;table;username;view,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0081,phppgadmin,privileges.php,21,143,long_method_or_region,Long or Complex Region,36,cascade;grantoption;groupname;mode;privilege;public;subject;table;username,,,,,Extract Method,pending
phppgadmin-C0082,phppgadmin,privileges.php,143,355,long_method_or_region,Long or Complex Region,44,cancel;database;mode;schema;server;subject;table;view,,,,,Extract Method,pending
phppgadmin-C0083,phppgadmin,roles.php,1,743,mixed_php_html_sql,SQL in Presentation Logic,127,action;adminmembers;adminmembersold;alter;confirm;create;drop;formCanLogin;formConfirm;formConnLimit;formCreateDB;formCreateRole;formExpires;formInherits;formNewRoleName;formPassword;formRolename;formSuper;memberof;memberofold;members;membersold;ok;password;rolename;server,,,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0084,phppgadmin,roles.php,18,115,long_method_or_region,Long or Complex Region,26,adminmembers;formCanLogin;formConfirm;formConnLimit;formCreateDB;formCreateRole;formExpires;formInherits;formPassword;formRolename;formSuper;memberof;members,,,,,Extract Method,pending
phppgadmin-C0085,phppgadmin,roles.php,142,302,long_method_or_region,Long or Complex Region,41,adminmembers;adminmembersold;formCanLogin;formConnLimit;formCreateDB;formCreateRole;formExpires;formInherits;formNewRoleName;formPassword;formSuper;memberof;memberofold;members;membersold;rolename,,,,,Extract Method,pending
phppgadmin-C0086,phppgadmin,roles.php,357,477,long_method_or_region,Long or Complex Region,16,rolename;server,,,,,Extract Method,pending
phppgadmin-C0087,phppgadmin,roles.php,593,744,long_method_or_region,Long or Complex Region,18,alter;create;drop;ok;server,,,,,Extract Method,pending
phppgadmin-C0088,phppgadmin,rules.php,1,232,form_handling,Request Handling Mixed With Rendering,30,action;cancel;cascade;database;event;instead;name;raction;reltype;rule;schema;server;subject;type;where;yes,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0089,phppgadmin,rules.php,17,87,long_method_or_region,Long or Complex Region,16,event;instead;name;raction;subject;type;where,,,,,Extract Method,pending
phppgadmin-C0090,phppgadmin,rules.php,188,233,long_method_or_region,Long or Complex Region,10,cancel;subject;yes,,,,,Extract Method,pending
phppgadmin-C0091,phppgadmin,schemas.php,1,480,form_handling,Request Handling Mixed With Rendering,58,action;alter;cancel;cascade;comment;create;database;drop;formAuth;formComment;formName;formSpc;ma;name;nsp;owner;schema;server,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0092,phppgadmin,schemas.php,260,333,long_method_or_region,Long or Complex Region,13,cascade;database;ma;nsp,,,,,Extract Method,pending
phppgadmin-C0093,phppgadmin,schemas.php,333,390,long_method_or_region,Long or Complex Region,13,database;schema,,,,,Extract Method,pending
phppgadmin-C0094,phppgadmin,schemas.php,422,481,long_method_or_region,Long or Complex Region,12,alter;cancel;create;drop,,,,,Extract Method,pending
phppgadmin-C0095,phppgadmin,sequences.php,1,728,form_handling,Request Handling Mixed With Rendering,85,action;alter;cascade;comment;create;database;drop;formCacheValue;formCycledValue;formIncrement;formMaxValue;formMinValue;formRestartValue;formSequenceName;formStartValue;ma;name;newschema;nextvalue;owner;schema;sequence;server;setval,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0096,phppgadmin,sequences.php,142,292,long_method_or_region,Long or Complex Region,9,database;schema;sequence;server,,,,,Extract Method,pending
phppgadmin-C0097,phppgadmin,sequences.php,292,365,long_method_or_region,Long or Complex Region,12,cascade;ma;sequence,,,,,Extract Method,pending
phppgadmin-C0098,phppgadmin,sequences.php,531,570,long_method_or_region,Long or Complex Region,13,comment;formCacheValue;formCycledValue;formIncrement;formMaxValue;formMinValue;formRestartValue;formStartValue;name;newschema;owner;sequence,,,,,Extract Method,pending
phppgadmin-C0099,phppgadmin,sequences.php,570,729,long_method_or_region,Long or Complex Region,34,alter;comment;create;drop;formCycledValue;name;newschema;owner;sequence;setval,,,,,Extract Method,pending
phppgadmin-C0100,phppgadmin,servers.php,1,175,session_dependent_logic,Session-Dependent Logic,18,action;group;logoutServer,sharedPassword;sharedUsername,,,,Extract Guard;Extract Method,pending
phppgadmin-C0101,phppgadmin,servers.php,111,176,long_method_or_region,Long or Complex Region,10,group,,,,,Extract Method,pending
phppgadmin-C0102,phppgadmin,sql.php,1,263,form_handling,Request Handling Mixed With Rendering,53,database;nohistory;paginate;query;queryid;return;schema;search_path;server;subject,history;sqlquery,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0103,phppgadmin,sql.php,24,264,session_dependent_logic,Session-Dependent Logic,51,database;nohistory;paginate;query;queryid;return;schema;search_path;server;subject,history;sqlquery,,,,Extract Guard;Extract Method,pending
phppgadmin-C0104,phppgadmin,sqledit.php,1,156,form_handling,Request Handling Mixed With Rendering,40,action;filter;paginate;search_path;term,sqlquery,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0105,phppgadmin,sqledit.php,40,94,long_method_or_region,Long or Complex Region,22,filter;term,,,,,Extract Method,pending
phppgadmin-C0106,phppgadmin,sqledit.php,94,157,session_dependent_logic,Session-Dependent Logic,12,paginate;search_path,sqlquery,,,,Extract Guard;Extract Method,pending
phppgadmin-C0107,phppgadmin,tables.php,1,1052,mixed_php_html_sql,SQL in Presentation Logic,169,action;array;cancel;cascade;colcomment;database;default;drop;empty;field;fields;format;insert;length;like;ma;name;notnull;nulls;ops;primarykey;protection_counter;query;return;schema;server;show;spcname;stage;table;tablespace;tblcomment;type;types;uniquekey;values;withconstraints;withdefaults;withindexes;withoutoids,counter,an;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0108,phppgadmin,tables.php,17,242,sql_data_access,SQL/Data Access Region,49,array;colcomment;default;field;fields;length;name;notnull;primarykey;spcname;stage;tblcomment;type;uniquekey;withoutoids,,an;the,,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0109,phppgadmin,tables.php,242,346,long_method_or_region,Long or Complex Region,23,like;name;tablespace;withconstraints;withdefaults;withindexes,,,,,Extract Method,pending
phppgadmin-C0110,phppgadmin,tables.php,362,453,long_method_or_region,Long or Complex Region,20,nulls;ops;query;return;show;table;values,,,,,Extract Method,pending
phppgadmin-C0111,phppgadmin,tables.php,453,587,session_dependent_logic,Session-Dependent Logic,28,fields;format;insert;nulls;protection_counter;table;types;values,counter,,,,Extract Guard;Extract Method,pending
phppgadmin-C0112,phppgadmin,tables.php,587,650,long_method_or_region,Long or Complex Region,10,ma;table,,,,,Extract Method,pending
phppgadmin-C0113,phppgadmin,tables.php,650,728,long_method_or_region,Long or Complex Region,13,cascade;ma;table,,,,,Extract Method,pending
phppgadmin-C0114,phppgadmin,tables.php,728,935,long_method_or_region,Long or Complex Region,6,database;schema;server,,,,,Extract Method,pending
phppgadmin-C0115,phppgadmin,tables.php,967,1053,long_method_or_region,Long or Complex Region,22,cancel;drop;empty;table,,,,,Extract Method,pending
phppgadmin-C0116,phppgadmin,tablespaces.php,1,326,form_handling,Request Handling Mixed With Rendering,41,action;cancel;comment;formComment;formLoc;formOwner;formSpcname;name;owner;server;tablespace,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0117,phppgadmin,tablespaces.php,202,327,long_method_or_region,Long or Complex Region,12,cancel;server,,,,,Extract Method,pending
phppgadmin-C0118,phppgadmin,tblproperties.php,1,782,mixed_php_html_sql,SQL in Presentation Logic,106,action;alter;array;cancel;cascade;column;comment;database;default;drop;field;length;name;newschema;notnull;owner;schema;server;stage;table;tablespace;type,,the,.comment,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0119,phppgadmin,tblproperties.php,51,138,long_method_or_region,Long or Complex Region,19,comment;name;newschema;owner;table;tablespace,,,,,Extract Method,pending
phppgadmin-C0120,phppgadmin,tblproperties.php,138,196,long_method_or_region,Long or Complex Region,14,table,,,,,Extract Method,pending
phppgadmin-C0121,phppgadmin,tblproperties.php,241,361,long_method_or_region,Long or Complex Region,26,array;comment;default;field;length;notnull;stage;table;type,,,,,Extract Method,pending
phppgadmin-C0122,phppgadmin,tblproperties.php,395,438,sql_data_access,SQL/Data Access Region,2,table,,,,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0123,phppgadmin,tblproperties.php,442,511,sql_data_access,SQL/Data Access Region,4,table,,,.comment,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0124,phppgadmin,tblproperties.php,511,783,long_method_or_region,Long or Complex Region,30,alter;cancel;database;drop;schema;server;table,,,,,Extract Method,pending
phppgadmin-C0125,phppgadmin,triggers.php,1,448,form_handling,Request Handling Mixed With Rendering,39,action;alter;cancel;cascade;database;formEvent;formExecTime;formFrequency;formFunction;formTriggerArgs;formTriggerName;name;schema;server;table;trigger;yes,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0126,phppgadmin,triggers.php,264,383,long_method_or_region,Long or Complex Region,4,database;schema;server;table,,,,,Extract Method,pending
phppgadmin-C0127,phppgadmin,triggers.php,383,449,long_method_or_region,Long or Complex Region,18,alter;cancel;table;yes,,,,,Extract Method,pending
phppgadmin-C0128,phppgadmin,types.php,1,714,form_handling,Request Handling Mixed With Rendering,92,action;array;cancel;cascade;colcomment;database;field;fields;length;name;schema;server;stage;typalign;typbyval;typcomment;typdef;typdelim;type;typelem;typin;typlen;typname;typout;typstorage;value;values,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0129,phppgadmin,types.php,140,288,long_method_or_region,Long or Complex Region,22,array;colcomment;field;fields;length;name;stage;typcomment;type,,,,,Extract Method,pending
phppgadmin-C0130,phppgadmin,types.php,288,408,long_method_or_region,Long or Complex Region,16,name;stage;typcomment;value;values,,,,,Extract Method,pending
phppgadmin-C0131,phppgadmin,types.php,408,501,long_method_or_region,Long or Complex Region,23,typalign;typbyval;typdef;typdelim;typelem;typin;typlen;typname;typout;typstorage,,,,,Extract Method,pending
phppgadmin-C0132,phppgadmin,types.php,533,652,long_method_or_region,Long or Complex Region,5,database;schema;server,,,,,Extract Method,pending
phppgadmin-C0133,phppgadmin,types.php,652,715,long_method_or_region,Long or Complex Region,14,cancel,,,,,Extract Method,pending
phppgadmin-C0134,phppgadmin,users.php,1,415,form_handling,Request Handling Mixed With Rendering,55,action;cancel;confirm;formConfirm;formCreateDB;formExpires;formPassword;formSuper;formUsername;newname;ok;password;server;user;username,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phppgadmin-C0135,phppgadmin,users.php,117,171,long_method_or_region,Long or Complex Region,12,formCreateDB;formExpires;formPassword;formSuper;newname;username,,,,,Extract Method,pending
phppgadmin-C0136,phppgadmin,users.php,288,416,long_method_or_region,Long or Complex Region,16,cancel;ok;server,,,,,Extract Method,pending
phppgadmin-C0137,phppgadmin,viewproperties.php,1,564,mixed_php_html_sql,SQL in Presentation Logic,61,action;alter;cancel;column;comment;database;default;drop;field;formComment;formDefinition;name;newschema;olddefault;owner;schema;server;stage;view,,,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phppgadmin-C0138,phppgadmin,viewproperties.php,250,346,long_method_or_region,Long or Complex Region,18,comment;name;newschema;owner;view,,,,,Extract Method,pending
phppgadmin-C0139,phppgadmin,viewproperties.php,346,389,sql_data_access,SQL/Data Access Region,2,view,,,,,Light Data-Access Isolation;Extract Method,pending
phppgadmin-C0140,phppgadmin,viewproperties.php,393,565,long_method_or_region,Long or Complex Region,19,alter;cancel;database;drop;schema;server;view,,,,,Extract Method,pending
phppgadmin-C0141,phppgadmin,views.php,1,787,mixed_php_html_sql,SQL in Presentation Logic,124,action;cancel;cascade;database;dblFldMeth;drop;formComment;formCondition;formDefinition;formFields;formLink;formTables;formView;ma;nulls;ops;query;return;schema;server;show;values;view,sqlquery,additional;all;condition;conditions;do;order;view,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
