candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
opencart-C0035,opencart,upload/system/library/openbay/amazonus.php,229,287,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0036,opencart,upload/system/library/openbay/ebay.php,1,1514,sql_data_access,SQL/Data Access Region,221,,,API;an;eBay;ebay_setting_option;if;it;method;needed;order;status;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0037,opencart,upload/system/library/openbay/ebay.php,52,130,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0038,opencart,upload/system/library/openbay/ebay.php,462,542,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
opencart-C0039,opencart,upload/system/library/openbay/ebay.php,542,691,long_method_or_region,Long or Complex Region,39,,,,,,Extract Method,pending
opencart-C0040,opencart,upload/system/library/openbay/ebay.php,705,823,sql_data_access,SQL/Data Access Region,19,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0041,opencart,upload/system/library/openbay/ebay.php,823,889,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
opencart-C0042,opencart,upload/system/library/openbay/ebay.php,943,982,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0043,opencart,upload/system/library/openbay/ebay.php,1180,1445,sql_data_access,SQL/Data Access Region,35,,,ebay_setting_option,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0044,opencart,upload/system/library/openbay/ebay.php,1445,1493,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0045,opencart,upload/system/library/openbay/etsy.php,1,459,sql_data_access,SQL/Data Access Region,46,,,stock,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0046,opencart,upload/system/library/openbay/fba.php,1,305,sql_data_access,SQL/Data Access Region,23,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0047,opencart,upload/system/library/template/Twig/Compiler.php,165,208,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0048,opencart,upload/system/library/template/Twig/Environment.php,1347,1414,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
opencart-C0049,opencart,upload/system/library/template/Twig/Error.php,167,208,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0050,opencart,upload/system/library/template/Twig/Error.php,208,273,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
opencart-C0051,opencart,upload/system/library/template/Twig/ExpressionParser.php,118,197,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
opencart-C0052,opencart,upload/system/library/template/Twig/ExpressionParser.php,314,357,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0053,opencart,upload/system/library/template/Twig/ExpressionParser.php,357,439,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0054,opencart,upload/system/library/template/Twig/ExpressionParser.php,482,537,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0055,opencart,upload/system/library/template/Twig/Lexer.php,78,142,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0056,opencart,upload/system/library/template/Twig/Lexer.php,142,198,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0057,opencart,upload/system/library/template/Twig/Lexer.php,220,288,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0058,opencart,upload/system/library/template/Twig/Parser.php,63,131,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
opencart-C0059,opencart,upload/system/library/template/Twig/Parser.php,131,205,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0060,opencart,upload/system/library/template/Twig/Template.php,145,203,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0061,opencart,upload/system/library/template/Twig/Template.php,462,621,long_method_or_region,Long or Complex Region,40,,,,,,Extract Method,pending
opencart-C0062,opencart,upload/system/library/template/Twig/Token.php,127,183,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0063,opencart,upload/system/library/template/Twig/Token.php,183,217,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
opencart-C0064,opencart,upload/system/library/template/Twig/Extension/Core.php,373,433,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0065,opencart,upload/system/library/template/Twig/Extension/Core.php,486,538,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0066,opencart,upload/system/library/template/Twig/Extension/Core.php,719,758,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0067,opencart,upload/system/library/template/Twig/Extension/Core.php,831,864,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
opencart-C0068,opencart,upload/system/library/template/Twig/Extension/Core.php,988,1134,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
opencart-C0069,opencart,upload/system/library/template/Twig/Extension/Core.php,1205,1264,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0070,opencart,upload/system/library/template/Twig/Loader/Filesystem.php,168,218,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0071,opencart,upload/system/library/template/Twig/Node/CheckSecurity.php,30,79,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
opencart-C0072,opencart,upload/system/library/template/Twig/Node/For.php,33,107,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0073,opencart,upload/system/library/template/Twig/Node/Macro.php,32,124,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
opencart-C0074,opencart,upload/system/library/template/Twig/Node/Module.php,145,271,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0075,opencart,upload/system/library/template/Twig/Node/Module.php,324,368,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
opencart-C0076,opencart,upload/system/library/template/Twig/Node/Set.php,39,97,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0077,opencart,upload/system/library/template/Twig/NodeVisitor/Optimizer.php,176,243,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
opencart-C0078,opencart,upload/system/library/template/Twig/NodeVisitor/SafeAnalysis.php,71,130,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0079,opencart,upload/system/library/template/Twig/NodeVisitor/Sandbox.php,27,64,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0080,opencart,upload/system/library/template/Twig/Test/IntegrationTestCase.php,74,117,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
opencart-C0081,opencart,upload/system/library/template/Twig/Test/IntegrationTestCase.php,122,222,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
opencart-C0082,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,37,91,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0083,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,91,204,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
opencart-C0084,opencart,upload/system/library/template/Twig/Node/Expression/Call.php,209,254,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0085,opencart,upload/system/library/template/Twig/Node/Expression/Name.php,25,81,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0086,opencart,upload/install/model/install/install.php,3,61,sql_data_access,SQL/Data Access Region,6,,,oc_,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0087,opencart,upload/install/model/upgrade/1000.php,3,344,long_method_or_region,Long or Complex Region,67,,,,,,Extract Method,pending
opencart-C0088,opencart,upload/install/model/upgrade/1001.php,1,266,sql_data_access,SQL/Data Access Region,46,,,information_schema;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0089,opencart,upload/install/model/upgrade/1001.php,3,266,sql_data_access,SQL/Data Access Region,45,,,information_schema;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0090,opencart,upload/install/model/upgrade/1002.php,1,111,sql_data_access,SQL/Data Access Region,18,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0091,opencart,upload/install/model/upgrade/1002.php,3,88,sql_data_access,SQL/Data Access Region,14,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0092,opencart,upload/install/model/upgrade/1003.php,1,128,sql_data_access,SQL/Data Access Region,28,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0093,opencart,upload/install/model/upgrade/1003.php,3,128,sql_data_access,SQL/Data Access Region,27,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0094,opencart,upload/install/model/upgrade/1004.php,1,246,sql_data_access,SQL/Data Access Region,55,,,information_schema;some,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0095,opencart,upload/install/model/upgrade/1004.php,3,246,sql_data_access,SQL/Data Access Region,54,,,information_schema;some,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0096,opencart,upload/install/model/upgrade/1005.php,1,227,sql_data_access,SQL/Data Access Region,34,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0097,opencart,upload/install/model/upgrade/1005.php,3,227,sql_data_access,SQL/Data Access Region,33,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0098,opencart,upload/install/model/upgrade/1006.php,3,175,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
opencart-C0099,opencart,upload/install/model/upgrade/1007.php,1,114,sql_data_access,SQL/Data Access Region,12,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0100,opencart,upload/install/model/upgrade/1007.php,3,115,sql_data_access,SQL/Data Access Region,11,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0101,opencart,upload/install/model/upgrade/1008.php,3,66,sql_data_access,SQL/Data Access Region,6,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0102,opencart,upload/install/model/upgrade/1009.php,1,171,sql_data_access,SQL/Data Access Region,28,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0103,opencart,upload/install/model/upgrade/1009.php,3,171,sql_data_access,SQL/Data Access Region,27,,,information_schema,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0104,opencart,upload/install/language/en-gb/install/step_1.php,1,570,mixed_php_html,Mixed PHP/HTML,101,,,,#section0;#section1;#section10;#section11;#section12;#section13;#section14;#section15;#section16;#section17;#section2;#section3;#section4;#section5;#section6;#section7;#section8;#section9,,Separate PHP Logic from Markup;Extract View Helper,pending
opencart-C0105,opencart,upload/install/controller/install/step_2.php,5,172,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0106,opencart,upload/install/controller/install/step_2.php,172,267,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
opencart-C0107,opencart,upload/install/controller/install/step_3.php,5,251,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
opencart-C0108,opencart,upload/install/controller/install/step_3.php,251,317,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
opencart-C0109,opencart,upload/catalog/model/account/address.php,1,141,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0110,opencart,upload/catalog/model/account/address.php,27,81,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0111,opencart,upload/catalog/model/account/address.php,81,136,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0112,opencart,upload/catalog/model/account/order.php,3,103,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0113,opencart,upload/catalog/model/catalog/category.php,15,54,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0114,opencart,upload/catalog/model/catalog/manufacturer.php,9,59,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0115,opencart,upload/catalog/model/catalog/product.php,1,539,sql_data_access,SQL/Data Access Region,69,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0116,opencart,upload/catalog/model/catalog/product.php,7,59,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0117,opencart,upload/catalog/model/catalog/product.php,59,209,sql_data_access,SQL/Data Access Region,27,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0118,opencart,upload/catalog/model/catalog/product.php,209,259,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0119,opencart,upload/catalog/model/catalog/product.php,337,376,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0120,opencart,upload/catalog/model/catalog/product.php,416,518,sql_data_access,SQL/Data Access Region,19,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0121,opencart,upload/catalog/model/catalog/review.php,3,50,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0122,opencart,upload/catalog/model/checkout/order.php,1,385,sql_data_access,SQL/Data Access Region,49,,,the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0123,opencart,upload/catalog/model/checkout/order.php,3,47,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0124,opencart,upload/catalog/model/checkout/order.php,47,99,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0125,opencart,upload/catalog/model/checkout/order.php,118,240,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0126,opencart,upload/catalog/model/checkout/order.php,264,385,sql_data_access,SQL/Data Access Region,25,,,the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0127,opencart,upload/catalog/model/localisation/return_reason.php,3,45,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0128,opencart,upload/catalog/model/extension/advertise/google.php,1,141,sql_data_access,SQL/Data Access Region,23,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0129,opencart,upload/catalog/model/extension/advertise/google.php,98,130,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0130,opencart,upload/catalog/model/extension/fraud/fraudlabspro.php,1,163,sql_data_access,SQL/Data Access Region,21,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0131,opencart,upload/catalog/model/extension/fraud/fraudlabspro.php,3,155,sql_data_access,SQL/Data Access Region,19,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0132,opencart,upload/catalog/model/extension/fraud/maxmind.php,1,380,sql_data_access,SQL/Data Access Region,58,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0133,opencart,upload/catalog/model/extension/fraud/maxmind.php,3,381,sql_data_access,SQL/Data Access Region,57,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0134,opencart,upload/catalog/model/extension/openbay/amazonus_order.php,1,227,sql_data_access,SQL/Data Access Region,25,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0135,opencart,upload/catalog/model/extension/openbay/amazonus_product.php,1,114,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0136,opencart,upload/catalog/model/extension/openbay/amazon_order.php,1,227,sql_data_access,SQL/Data Access Region,25,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0137,opencart,upload/catalog/model/extension/openbay/amazon_product.php,1,128,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0138,opencart,upload/catalog/model/extension/openbay/ebay_order.php,1,912,sql_data_access,SQL/Data Access Region,110,,,ISO2;eBay;ebay;order;order_option;store;the;to,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0139,opencart,upload/catalog/model/extension/openbay/ebay_order.php,39,233,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
opencart-C0140,opencart,upload/catalog/model/extension/openbay/ebay_order.php,233,424,sql_data_access,SQL/Data Access Region,19,,,eBay;ebay;order_option;store,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0141,opencart,upload/catalog/model/extension/openbay/ebay_order.php,424,599,sql_data_access,SQL/Data Access Region,15,,,eBay;store;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0142,opencart,upload/catalog/model/extension/openbay/ebay_order.php,599,660,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0143,opencart,upload/catalog/model/extension/openbay/ebay_product.php,1,656,sql_data_access,SQL/Data Access Region,94,,,API;eBay;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0144,opencart,upload/catalog/model/extension/openbay/ebay_product.php,7,340,sql_data_access,SQL/Data Access Region,65,,,API;eBay;the,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0145,opencart,upload/catalog/model/extension/openbay/etsy_order.php,1,319,sql_data_access,SQL/Data Access Region,28,,,lock,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0146,opencart,upload/catalog/model/extension/openbay/etsy_order.php,3,77,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
opencart-C0147,opencart,upload/catalog/model/extension/openbay/etsy_order.php,135,304,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0148,opencart,upload/catalog/model/extension/payment/alipay.php,1,219,sql_data_access,SQL/Data Access Region,24,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0149,opencart,upload/catalog/model/extension/payment/alipay_cross.php,1,177,sql_data_access,SQL/Data Access Region,19,notify_id;sign,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0150,opencart,upload/catalog/model/extension/payment/amazon_login_pay.php,1,950,sql_data_access,SQL/Data Access Region,84,,,an,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0151,opencart,upload/catalog/model/extension/payment/amazon_login_pay.php,147,351,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
opencart-C0152,opencart,upload/catalog/model/extension/payment/cardconnect.php,1,171,sql_data_access,SQL/Data Access Region,13,,,CardConnect,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0153,opencart,upload/catalog/model/extension/payment/cardinity.php,1,122,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0154,opencart,upload/catalog/model/extension/payment/divido.php,1,322,sql_data_access,SQL/Data Access Region,46,,,Divido;an,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0155,opencart,upload/catalog/model/extension/payment/divido.php,77,114,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0156,opencart,upload/catalog/model/extension/payment/divido.php,255,323,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
opencart-C0157,opencart,upload/catalog/model/extension/payment/eway.php,1,181,sql_data_access,SQL/Data Access Region,16,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0158,opencart,upload/catalog/model/extension/payment/firstdata_remote.php,1,284,sql_data_access,SQL/Data Access Region,38,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0159,opencart,upload/catalog/model/extension/payment/firstdata_remote.php,32,196,long_method_or_region,Long or Complex Region,29,,,,,,Extract Method,pending
opencart-C0160,opencart,upload/catalog/model/extension/payment/globalpay_remote.php,1,353,sql_data_access,SQL/Data Access Region,42,,,,#1,,Light Data-Access Isolation;Extract Method,pending
opencart-C0161,opencart,upload/catalog/model/extension/payment/globalpay_remote.php,125,327,long_method_or_region,Long or Complex Region,35,,,,#1,,Extract Method,pending
opencart-C0162,opencart,upload/catalog/model/extension/payment/klarna_account.php,1,213,sql_data_access,SQL/Data Access Region,37,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0163,opencart,upload/catalog/model/extension/payment/klarna_account.php,3,185,sql_data_access,SQL/Data Access Region,30,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0164,opencart,upload/catalog/model/extension/payment/klarna_checkout.php,1,245,sql_data_access,SQL/Data Access Region,25,,,an,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0165,opencart,upload/catalog/model/extension/payment/klarna_checkout.php,62,98,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
opencart-C0166,opencart,upload/catalog/model/extension/payment/klarna_invoice.php,3,65,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0167,opencart,upload/catalog/model/extension/payment/laybuy.php,1,233,sql_data_access,SQL/Data Access Region,25,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0168,opencart,upload/catalog/model/extension/payment/laybuy.php,35,114,sql_data_access,SQL/Data Access Region,15,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0169,opencart,upload/catalog/model/extension/payment/paymate.php,3,44,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0170,opencart,upload/catalog/model/extension/payment/pp_braintree.php,1,191,sql_data_access,SQL/Data Access Region,26,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0171,opencart,upload/catalog/model/extension/payment/pp_express.php,1,354,sql_data_access,SQL/Data Access Region,34,,,an,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0172,opencart,upload/catalog/model/extension/payment/pp_express.php,70,237,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
opencart-C0173,opencart,upload/catalog/model/extension/payment/pp_standard.php,3,64,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
opencart-C0174,opencart,upload/catalog/model/extension/payment/realex_remote.php,1,353,sql_data_access,SQL/Data Access Region,42,,,,#1,,Light Data-Access Isolation;Extract Method,pending
opencart-C0175,opencart,upload/catalog/model/extension/payment/realex_remote.php,125,327,long_method_or_region,Long or Complex Region,35,,,,#1,,Extract Method,pending
opencart-C0176,opencart,upload/catalog/model/extension/payment/sagepay_direct.php,1,438,sql_data_access,SQL/Data Access Region,44,,,,,,Light Data-Access Isolation;Extract Method,pending
