candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
dokuwiki-C0034,dokuwiki,inc/changelog.php,625,695,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
dokuwiki-C0035,dokuwiki,inc/changelog.php,695,757,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0036,dokuwiki,inc/changelog.php,757,830,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0037,dokuwiki,inc/changelog.php,949,1023,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
dokuwiki-C0038,dokuwiki,inc/cli.php,383,479,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
dokuwiki-C0039,dokuwiki,inc/cli.php,498,579,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
dokuwiki-C0040,dokuwiki,inc/common.php,1,2087,mixed_php_html_sql,SQL in Presentation Logic,384,,,COMMON_PAGETPL_LOAD;Feyd;a;array;blocks;changelog;datetime_h;given;outside;page;request;the,"#.$id;
        if($urlParameters) $xlink .= $sep.$urlParameters;
    }

    return $xlink;
}

/**
 * Build a link to a media file
 *
 * Will return a link to the detail page if $direct is false
 *
 * The $more parameter should always be given as array, the function then
 * will strip default parameters to produce even cleaner URLs
 *
 * @param string  $id     the media file id or URL
 * @param mixed   $more   string or array with additional parameters
 * @param bool    $direct link to detail page if false
 * @param string  $sep    URL parameter separator
 * @param bool    $abs    Create an absolute URL
 * @return string
 */
function ml($id = ;#.$id;
        if($urlParameters) $xlink .= $separator.$urlParameters;
    } else {
        $xlink .= DOKU_SCRIPT;
        if($urlParameters) $xlink .= ;.no",,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
dokuwiki-C0041,dokuwiki,inc/common.php,199,306,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0042,dokuwiki,inc/common.php,391,454,session_dependent_logic,Session-Dependent Logic,12,,,,,,Extract Guard;Extract Method,pending
dokuwiki-C0043,dokuwiki,inc/common.php,489,538,long_method_or_region,Long or Complex Region,18,,,,"#.$id;
        if($urlParameters) $xlink .= $separator.$urlParameters;
    } else {
        $xlink .= DOKU_SCRIPT;
        if($urlParameters) $xlink .= ",,Extract Method,pending
dokuwiki-C0044,dokuwiki,inc/common.php,538,583,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0045,dokuwiki,inc/common.php,583,673,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
dokuwiki-C0046,dokuwiki,inc/common.php,702,774,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dokuwiki-C0047,dokuwiki,inc/common.php,774,845,long_method_or_region,Long or Complex Region,49,,,,,,Extract Method,pending
dokuwiki-C0048,dokuwiki,inc/common.php,1055,1109,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0049,dokuwiki,inc/common.php,1291,1409,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0050,dokuwiki,inc/common.php,1431,1469,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0051,dokuwiki,inc/common.php,1469,1514,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0052,dokuwiki,inc/common.php,1738,1857,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
dokuwiki-C0053,dokuwiki,inc/common.php,1918,1977,session_dependent_logic,Session-Dependent Logic,9,,,,,,Extract Guard;Extract Method,pending
dokuwiki-C0054,dokuwiki,inc/common.php,2017,2054,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0055,dokuwiki,inc/common.php,2071,2088,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0056,dokuwiki,inc/confutils.php,340,386,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0057,dokuwiki,inc/DifferenceEngine.php,1,1544,mixed_php_html,Mixed PHP/HTML,201,,,,,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0058,dokuwiki,inc/DifferenceEngine.php,125,238,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0059,dokuwiki,inc/DifferenceEngine.php,238,305,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
dokuwiki-C0060,dokuwiki,inc/DifferenceEngine.php,407,531,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
dokuwiki-C0061,dokuwiki,inc/DifferenceEngine.php,736,796,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0062,dokuwiki,inc/DifferenceEngine.php,1366,1442,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0063,dokuwiki,inc/farm.php,1,150,long_method_or_region,Long or Complex Region,20,animal,,,,,Extract Method,pending
dokuwiki-C0064,dokuwiki,inc/farm.php,46,151,long_method_or_region,Long or Complex Region,14,animal,,,,,Extract Method,pending
dokuwiki-C0065,dokuwiki,inc/fetch.functions.php,27,106,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0066,dokuwiki,inc/fetch.functions.php,130,180,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0067,dokuwiki,inc/form.php,1,1098,form_handling,Request Handling Mixed With Rendering,161,,,,#wiki__text;.no,,Extract Validation Helper;Extract Method;Extract View Helper,pending
dokuwiki-C0068,dokuwiki,inc/form.php,1027,1075,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0069,dokuwiki,inc/form.php,1075,1099,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0070,dokuwiki,inc/fulltext.php,56,169,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
dokuwiki-C0071,dokuwiki,inc/fulltext.php,258,323,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
dokuwiki-C0072,dokuwiki,inc/fulltext.php,400,497,long_method_or_region,Long or Complex Region,25,,,,.search_hit,,Extract Method,pending
dokuwiki-C0073,dokuwiki,inc/fulltext.php,623,859,long_method_or_region,Long or Complex Region,53,,,,,,Extract Method,pending
dokuwiki-C0074,dokuwiki,inc/html.php,1,2255,mixed_php_html,Mixed PHP/HTML,327,,,,# id=;#draft__status;#dw__toc;#index__tree;#scroll__here;#tool__bar;.bounce;.btn_;.button;.centeralign;.changeType;.clearer;.closed;.diff;.diff-lineheader;.diff_<?php;.diffnav;.diffoptions;.draft__status;.dw__toc,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0075,dokuwiki,inc/html.php,194,253,long_method_or_region,Long or Complex Region,10,,,,.btn_;.button;.no,,Extract Method,pending
dokuwiki-C0076,dokuwiki,inc/html.php,399,661,long_method_or_region,Long or Complex Region,41,,,,.minor;.pagenav;.pagenav-next;.pagenav-prev,,Extract Method,pending
dokuwiki-C0077,dokuwiki,inc/html.php,661,866,long_method_or_region,Long or Complex Region,24,,,,.changeType;.icon;.level1;.minor,,Extract Method,pending
dokuwiki-C0078,dokuwiki,inc/html.php,985,1050,long_method_or_region,Long or Complex Region,12,,,,.li,,Extract Method,pending
dokuwiki-C0079,dokuwiki,inc/html.php,1081,1167,long_method_or_region,Long or Complex Region,24,,,,.minor;.sum;.user;.wikilink1,,Extract Method,pending
dokuwiki-C0080,dokuwiki,inc/html.php,1167,1382,mixed_php_html,Mixed PHP/HTML,59,,,,.diff;.diff-lineheader;.diff_<?php;.diffnav;.diffoptions;.echo;.group;.table;.wikilink1,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0081,dokuwiki,inc/html.php,1382,1517,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0082,dokuwiki,inc/html.php,1557,1584,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0083,dokuwiki,inc/html.php,1731,1853,mixed_php_html,Mixed PHP/HTML,36,,,,#draft__status;#tool__bar;.draft__status;.editBox;.group;.tool__bar;.toolbar;.urlextern,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0084,dokuwiki,inc/html.php,1893,1992,session_dependent_logic,Session-Dependent Logic,6,,,,,,Extract Guard;Extract Method,pending
dokuwiki-C0085,dokuwiki,inc/html.php,2137,2197,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0086,dokuwiki,inc/HTTPClient.php,1,943,sql_data_access,SQL/Data Access Region,167,httpdebug,,a;bits;proxy;socket;the,,,Light Data-Access Isolation;Extract Method,pending
dokuwiki-C0087,dokuwiki,inc/HTTPClient.php,173,509,long_method_or_region,Long or Complex Region,85,,,,,,Extract Method,pending
dokuwiki-C0088,dokuwiki,inc/HTTPClient.php,509,569,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0089,dokuwiki,inc/HTTPClient.php,569,614,sql_data_access,SQL/Data Access Region,12,,,a,,,Light Data-Access Isolation;Extract Method,pending
dokuwiki-C0090,dokuwiki,inc/HTTPClient.php,614,664,sql_data_access,SQL/Data Access Region,13,,,a;socket,,,Light Data-Access Isolation;Extract Method,pending
dokuwiki-C0091,dokuwiki,inc/httputils.php,104,199,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
dokuwiki-C0092,dokuwiki,inc/indexer.php,128,204,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
dokuwiki-C0093,dokuwiki,inc/indexer.php,204,260,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0094,dokuwiki,inc/indexer.php,260,364,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
dokuwiki-C0095,dokuwiki,inc/indexer.php,489,542,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0096,dokuwiki,inc/indexer.php,585,632,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0097,dokuwiki,inc/indexer.php,694,749,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0098,dokuwiki,inc/indexer.php,749,848,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
dokuwiki-C0099,dokuwiki,inc/indexer.php,848,929,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dokuwiki-C0100,dokuwiki,inc/indexer.php,963,1024,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0101,dokuwiki,inc/indexer.php,1143,1185,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0102,dokuwiki,inc/indexer.php,1363,1469,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
dokuwiki-C0103,dokuwiki,inc/indexer.php,1515,1572,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0104,dokuwiki,inc/infoutils.php,1,530,mixed_php_html,Mixed PHP/HTML,88,,,,.dbg,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0105,dokuwiki,inc/infoutils.php,116,329,long_method_or_region,Long or Complex Region,43,,,,,,Extract Method,pending
dokuwiki-C0106,dokuwiki,inc/init.php,1,601,form_handling,Request Handling Mixed With Rendering,122,purge,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
dokuwiki-C0107,dokuwiki,inc/init.php,14,229,session_dependent_logic,Session-Dependent Logic,44,purge,,,,,Extract Guard;Extract Method,pending
dokuwiki-C0108,dokuwiki,inc/init.php,409,486,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
dokuwiki-C0109,dokuwiki,inc/init.php,551,602,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0110,dokuwiki,inc/Input.class.php,1,335,long_method_or_region,Long or Complex Region,51,do,,,,,Extract Method,pending
dokuwiki-C0111,dokuwiki,inc/io.php,137,189,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0112,dokuwiki,inc/io.php,226,275,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0113,dokuwiki,inc/io.php,313,384,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0114,dokuwiki,inc/io.php,531,583,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0115,dokuwiki,inc/io.php,619,654,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0116,dokuwiki,inc/io.php,654,705,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0117,dokuwiki,inc/io.php,795,828,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0118,dokuwiki,inc/IXR_Library.php,77,116,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0119,dokuwiki,inc/IXR_Library.php,116,162,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0120,dokuwiki,inc/IXR_Library.php,211,264,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0121,dokuwiki,inc/IXR_Library.php,299,392,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0122,dokuwiki,inc/IXR_Library.php,457,514,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0123,dokuwiki,inc/IXR_Library.php,973,1042,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dokuwiki-C0124,dokuwiki,inc/IXR_Library.php,1042,1085,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0125,dokuwiki,inc/JpegMeta.php,59,142,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0126,dokuwiki,inc/JpegMeta.php,142,191,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
dokuwiki-C0127,dokuwiki,inc/JpegMeta.php,621,759,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0128,dokuwiki,inc/JpegMeta.php,840,884,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0129,dokuwiki,inc/JpegMeta.php,884,937,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0130,dokuwiki,inc/JpegMeta.php,966,1081,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
dokuwiki-C0131,dokuwiki,inc/JpegMeta.php,1117,1258,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
dokuwiki-C0132,dokuwiki,inc/JpegMeta.php,1302,1404,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dokuwiki-C0133,dokuwiki,inc/JpegMeta.php,1404,1469,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0134,dokuwiki,inc/JpegMeta.php,1469,1531,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0135,dokuwiki,inc/JpegMeta.php,1531,1591,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0136,dokuwiki,inc/JpegMeta.php,1591,1631,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0137,dokuwiki,inc/JpegMeta.php,1631,1703,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0138,dokuwiki,inc/JpegMeta.php,1703,1969,long_method_or_region,Long or Complex Region,54,,,,,,Extract Method,pending
dokuwiki-C0139,dokuwiki,inc/JpegMeta.php,1969,2359,long_method_or_region,Long or Complex Region,78,,,,,,Extract Method,pending
dokuwiki-C0140,dokuwiki,inc/JpegMeta.php,2359,2460,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
dokuwiki-C0141,dokuwiki,inc/JpegMeta.php,2460,2550,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0142,dokuwiki,inc/JpegMeta.php,2628,2778,long_method_or_region,Long or Complex Region,6,,,,,,Extract Method,pending
dokuwiki-C0143,dokuwiki,inc/JpegMeta.php,2778,2928,long_method_or_region,Long or Complex Region,6,,,,,,Extract Method,pending
dokuwiki-C0144,dokuwiki,inc/JpegMeta.php,3124,3189,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0145,dokuwiki,inc/JSON.php,138,313,long_method_or_region,Long or Complex Region,31,,,,,,Extract Method,pending
dokuwiki-C0146,dokuwiki,inc/JSON.php,369,652,long_method_or_region,Long or Complex Region,54,,,,,,Extract Method,pending
dokuwiki-C0147,dokuwiki,inc/load.php,51,160,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0148,dokuwiki,inc/mail.php,1,348,sql_data_access,SQL/Data Access Region,99,,,Sender;event;here;lines;softlines;text,,,Light Data-Access Isolation;Extract Method,pending
dokuwiki-C0149,dokuwiki,inc/mail.php,114,191,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
dokuwiki-C0150,dokuwiki,inc/mail.php,191,270,long_method_or_region,Long or Complex Region,36,,,,,,Extract Method,pending
dokuwiki-C0151,dokuwiki,inc/mail.php,286,346,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0152,dokuwiki,inc/Mailer.class.php,1,730,mixed_php_html,Mixed PHP/HTML,92,,,,,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0153,dokuwiki,inc/Mailer.class.php,193,257,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0154,dokuwiki,inc/Mailer.class.php,336,407,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
dokuwiki-C0155,dokuwiki,inc/Mailer.class.php,510,557,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
dokuwiki-C0156,dokuwiki,inc/Mailer.class.php,660,731,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
dokuwiki-C0157,dokuwiki,inc/Manifest.php,7,81,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0158,dokuwiki,inc/media.php,1,2498,mixed_php_html,Mixed PHP/HTML,373,,,,#d_:;#ex_;#h_:;#l_:;#media__ns;#mediamanager__diff;#mediamanager__uploader;#scroll__here;.actions;.btn;.btn_media_delete;.buttons;.clearer;.date;.detail;.example;.filesize;.icon;.idx_dir;.image,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0159,dokuwiki,inc/media.php,134,199,long_method_or_region,Long or Complex Region,12,,,,.buttons;.nothing;.row,,Extract Method,pending
dokuwiki-C0160,dokuwiki,inc/media.php,407,480,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0161,dokuwiki,inc/media.php,554,605,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0162,dokuwiki,inc/media.php,605,648,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0163,dokuwiki,inc/media.php,665,716,long_method_or_region,Long or Complex Region,14,,,,#media__ns;.nothing,,Extract Method,pending
dokuwiki-C0164,dokuwiki,inc/media.php,1195,1261,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0165,dokuwiki,inc/media.php,1281,1408,mixed_php_html,Mixed PHP/HTML,22,,,,#mediamanager__diff;.actions;.image;.img_tags;.table,,Separate PHP Logic from Markup;Extract View Helper,pending
dokuwiki-C0166,dokuwiki,inc/media.php,1479,1540,long_method_or_region,Long or Complex Region,12,,,,#media__ns;.nothing,,Extract Method,pending
dokuwiki-C0167,dokuwiki,inc/media.php,1691,1763,long_method_or_region,Long or Complex Region,14,,,,#d_:;#l_:;.detail;.image;.select;.thumb,,Extract Method,pending
dokuwiki-C0168,dokuwiki,inc/media.php,2020,2065,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0169,dokuwiki,inc/media.php,2065,2130,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0170,dokuwiki,inc/media.php,2157,2194,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0171,dokuwiki,inc/media.php,2309,2416,long_method_or_region,Long or Complex Region,30,,,,,,Extract Method,pending
dokuwiki-C0172,dokuwiki,inc/pageutils.php,1,775,long_method_or_region,Long or Complex Region,115,,,,,,Extract Method,pending
dokuwiki-C0173,dokuwiki,inc/pageutils.php,25,111,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0174,dokuwiki,inc/pageutils.php,111,164,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0175,dokuwiki,inc/pageutils.php,288,333,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0176,dokuwiki,inc/pageutils.php,456,507,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
dokuwiki-C0177,dokuwiki,inc/pageutils.php,532,616,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
dokuwiki-C0178,dokuwiki,inc/parserutils.php,226,313,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
dokuwiki-C0179,dokuwiki,inc/parserutils.php,313,394,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
dokuwiki-C0180,dokuwiki,inc/parserutils.php,517,613,long_method_or_region,Long or Complex Region,10,,,,.Doku_Parser_Mode_$m,,Extract Method,pending
dokuwiki-C0181,dokuwiki,inc/parserutils.php,676,733,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0182,dokuwiki,inc/PassHash.class.php,24,106,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
dokuwiki-C0183,dokuwiki,inc/PassHash.class.php,194,238,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0184,dokuwiki,inc/PassHash.class.php,359,415,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
dokuwiki-C0185,dokuwiki,inc/plugincontroller.class.php,71,119,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
dokuwiki-C0186,dokuwiki,inc/plugincontroller.class.php,216,249,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
dokuwiki-C0187,dokuwiki,inc/plugincontroller.class.php,292,330,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
